title		rating	imdb_rating	metacritic		production		imdb_votes			release_date	runtime	genre			Budget	Box Office Gross
Unbroken		PG-13	7.2	59		Universal Pictures		"114,314"			25-Dec-14	137 min	"Biography, Drama, Sport"			65000000	115637895
Little Boy		PG-13	7.4	30		Open Road Films		"18,443"			24-Apr-15	106 min	"Drama, War"			20000000	6420319
Burning Blue		R	5.7	29		Lionsgate Films		"1,251"			6-Jun-14	96 min	"Biography, Drama, Romance"			0	0
Admission		PG-13	5.7	48		Focus Features		"29,639"			22-Mar-13	107 min	"Comedy, Drama, Romance"			13000000	18004225
Gerontophilia		UNRATED	6.2	48		Strand Releasing		"1,694"			26-Mar-14	82 min	"Comedy, Romance"			2000000	3975
Nitro Circus: The Movie		PG-13	6.7	43		Arc Entertainment		"5,210"			8-Aug-12	92 min	"Documentary, Action, Comedy"			3376905	0
The Place Beyond the Pines		R	7.3	68		Focus Features		"200,510"			19-Apr-13	140 min	"Crime, Drama, Thriller"			15000000	21383298
Freaks of Nature		R	5.9	N/A		Columbia Pictures		"7,575"			30-Oct-15	92 min	"Comedy, Horror, Sci-Fi"			0	0
The Congress		N/A	6.5	63		Drafthouse Films		"13,904"			24-Jul-14	122 min	"Animation, Drama, Sci-Fi"			34148170	137815
The Nut Job		PG	5.8	37		Open Road Films		"21,043"			17-Jan-14	85 min	"Animation, Adventure, Comedy"			42000000	64251541
RED 2		PG-13	6.7	47		Lionsgate Films		"133,156"			19-Jul-13	116 min	"Action, Comedy, Crime"			84000000	53262560
Chappie		R	6.9	41		Sony Pictures		"188,790"			6-Mar-15	120 min	"Action, Crime, Drama"			49000000	31569268
The Double		R	6.5	68		Magnolia Pictures		"38,599"			4-Apr-14	93 min	"Comedy, Drama, Thriller"			200268	0
Black Panther		N/A	N/A	N/A		Walt Disney Pictures		N/A			16-Feb-18	N/A	"Action, Drama, Sci-Fi"			0	0
I Am I		N/A	5.7	44		Gravitas Entertainment		134			13-Jun-14	87 min	Drama			112000	0
About Last Night		R	6.1	62		Sony Pictures		"18,094"			14-Feb-14	100 min	"Comedy, Romance"			12500000	48637684
Tasting Menu		PG-13	5.7	29		Magnolia Pictures		419			14-Jun-13	85 min	Comedy			0	"EU2,700,000"
Spike Island		N/A	6.4	N/A		Level 33 Entertainment/Alchemy		"2,434"			8-May-15	105 min	"Comedy, Drama, Music"			0	0
A Spell to Ward Off the Darkness		N/A	6.2	70		Rouge International		365			18-Mar-15	98 min	"Documentary, Music"			0	0
Make Your Move		PG-13	5.7	40		FilmDisctrict		"2,630"			17-Apr-14	110 min	"Drama, Musical, Romance"			15000000	122293
I Am Eleven		N/A	6.2	55		International Film Circuit Inc.		241			12-Sep-14	98 min	"Documentary, Biography"			256099	0
A Royal Night Out		PG-13	6.5	58		Atlas Distribution Company		"6,190"			4-Dec-15	97 min	"Comedy, Drama, Romance"			197973	0
Hyena		UNRATED	6.2	56		Tribeca Films		"2,161"			1-May-15	112 min	"Crime, Drama"			0	0
Northern Soul		R	6.4	64		Freestyle Releasing		"2,879"			17-Oct-14	102 min	"Drama, Music"			6786	0
The Fifth Estate		R	6.2	49		Walt Disney Pictures		"31,637"			18-Oct-13	128 min	"Biography, Drama, Thriller"			28000000	3254172
Winter's Tale		PG-13	6.2	31		Warner Bros. Pictures		"44,185"			14-Feb-14	118 min	"Drama, Fantasy, Mystery"			60000000	22451
The Truth About Emanuel		NOT RATED	6	41		Tribeca Films. Well Go USA		"7,106"			10-Jan-14	95 min	"Drama, Thriller"			1300000	0
Gone		PG-13	5.9	36		Summit Entertainment		"36,208"			24-Feb-12	94 min	"Drama, Mystery, Thriller"			11653123	0
The Face of Love		PG-13	6.2	51		IFC Films		"3,840"			25-Oct-13	92 min	"Drama, Romance"			4000000	309427
Divergent		PG-13	6.7	48		Lionsgate Films/Summit Entertainment		"363,214"			21-Mar-14	139 min	"Adventure, Mystery, Sci-Fi"			85000000	150947895
The Words		PG-13	7.1	37		CBS Films		"63,553"			7-Sep-12	102 min	"Drama, Mystery, Romance"			6000000	11494838
Captain America: The Winter Soldier		PG-13	7.8	70		Walt Disney Pictures		"542,173"			4-Apr-14	136 min	"Action, Adventure, Sci-Fi"			170000000	259766572
Mekong Hotel		N/A	6	57		Illuminations Films		450			4-Mar-16	61 min	Drama			2299	0
A People Uncounted		N/A	7.9	72		First Run Features		73			14-Oct-11	99 min	"Documentary, History, Music"			390	0
The Loft		R	6.3	24		Open Road Films		"39,113"			30-Jan-15	108 min	"Mystery, Romance, Thriller"			14000000	5981749
Sisters		R	6	58		Universal Pictures		"50,407"			18-Dec-15	118 min	Comedy			30000000	87044645
Django Unchained		R	8.4	81		The Weinstein Co.		"1,040,424"			25-Dec-12	165 min	"Drama, Western"			100000000	162805434
You're Next		R	6.5	66		Lionsgate		"67,730"			23-Aug-13	95 min	"Horror, Thriller"			1000000	18474268
Percy Jackson: Sea of Monsters		PG	5.9	39		20th Century Fox		"92,169"			7-Aug-13	106 min	"Adventure, Family, Fantasy"			90000000	68559554
Resident Evil: Retribution		R	5.4	39		Screen Gems		"114,794"			14-Sep-12	96 min	"Action, Horror, Sci-Fi"			65000000	42345531
Phantom Boy		PG	6.6	66		Folimage		702			15-Jul-16	84 min	"Animation, Fantasy"			30987	0
Blade Runner 2049		N/A	N/A	N/A		Thunderbird Films		N/A			6-Oct-17	N/A	"Sci-Fi, Thriller"			0	0
Last Passenger		R	5.8	66		Cohen Media Group		"5,445"			25-Apr-14	97 min	"Action, Mystery, Thriller"			2500000	9326
Dirty Grandpa		R	6	18		Lionsgate Films		"75,754"			22-Jan-16	102 min	Comedy			27500000	35537564
Deepwater Horizon		PG-13	7.2	68		Lionsgate		"92,142"			30-Sep-16	107 min	"Action, Drama, Thriller"			110000000	61284947
Low Down		R	6.1	58		Oscilloscope Pictures		"1,350"			27-Jan-15	114 min	"Biography, Drama, Music"			44500	0
Song of the Sea		PG	8.1	85		GKIDS		"33,478"			10-Dec-14	93 min	"Animation, Adventure, Family"			0	"EU5,300,000"
The Reconstruction of William Zero		N/A	5.4	57		N/A		933			10-Apr-15	98 min	"Drama, Sci-Fi, Thriller"			2000	0
Default		N/A	4.3	34		Amplify Releasing		202			17-Oct-14	88 min	"Action, Thriller"			750000	3750000
The Amazing Spider-Man 2		PG-13	6.7	53		Sony Pictures		"344,178"			2-May-14	142 min	"Action, Adventure, Sci-Fi"			200000000	202853933
The Judge		R	7.4	48		Warner Bros. Pictures		"147,323"			10-Oct-14	141 min	"Crime, Drama"			50000000	47119388
Sparkle		PG-13	5.7	54		Sony Pictures		"5,275"			17-Aug-12	116 min	"Drama, Music"			17000000	24397469
Brightest Star		N/A	5.1	32		Gravitas Ventures		878			31-Jan-14	80 min	"Comedy, Drama, Romance"			0	0
X-Men: Days of Future Past		PG-13	8	74		20th Century Fox		"554,597"			23-May-14	132 min	"Action, Adventure, Sci-Fi"			200000000	233921534
The Darkness		PG-13	4.3	27		N/A		"8,416"			13-May-16	92 min	"Horror, Thriller"			4000000	10732841
The Edge of Seventeen		R	7.4	77		STX Entertainment		"50,495"			18-Nov-16	104 min	"Comedy, Drama"			9000000	14260193
Date and Switch		R	5.8	56		Film Arcade		"6,506"			14-Feb-14	91 min	"Comedy, Romance"			0	0
Maggie		PG-13	5.6	52		Lionsgate Films		"34,225"			8-May-15	95 min	"Drama, Horror"			8500000	187112
A Pigeon Sat on a Branch Reflecting on Existence		PG-13	7	81		Magnolia Pictures		"11,423"			24-Oct-14	101 min	"Comedy, Drama"			222284	0
The Human Centipede III (Final Sequence)		NOT RATED	2.9	5		IFC Films		"9,429"			18-Jun-15	102 min	"Comedy, Horror"			0	0
Good Deeds		PG-13	5.4	43		Lionsgate Films		"6,587"			24-Feb-12	110 min	"Comedy, Drama, Romance"			35025791	0
Lucky Them		R	6.1	65		IFC Films		"2,428"			21-Apr-14	97 min	Drama			32853	0
Brimstone		R	7.1	44		N279 Entertainment		"13,251"			12-Jan-17	148 min	"Mystery, Thriller, Western"			0	"EU12,000,000"
Spotlight		R	8.1	93		Open Road Films		"269,848"			20-Nov-15	128 min	"Crime, Drama, History"			20000000	45055776
The Raid: Redemption		R	7.6	73		Sony Pictures Classics		"157,895"			13-Apr-12	101 min	"Action, Crime, Thriller"			1100000	4105123
Parker		R	6.2	42		FilmDistrict		"95,926"			25-Jan-13	118 min	"Action, Crime, Romance"			35000000	17609982
Fast & Furious 6		PG-13	7.1	61		Universal Pictures		"318,463"			24-May-13	130 min	"Action, Crime, Thriller"			160000000	238679850
Affluenza		NOT RATED	4.8	30		FilmBuff		593			11-Jul-14	85 min	Drama			850000	0
Flight		R	7.3	76		Paramount Pictures		"276,309"			2-Nov-12	138 min	"Drama, Thriller"			31000000	93772375
The Call		R	6.7	51		Sony Pictures		"93,340"			15-Mar-13	94 min	"Crime, Thriller"			13000000	51872378
Penguins of Madagascar		PG	6.7	53		DreamWorks Animation		"64,956"			26-Nov-14	92 min	"Animation, Adventure, Comedy"			132000000	83348920
Nurse 3D		R	4.6	29		The Film Arcade		"7,837"			24-Oct-13	84 min	"Horror, Thriller"			10000000	0
Magic Mike		R	6.1	72		Warner Bros. Pictures		"113,984"			29-Jun-12	110 min	"Comedy, Drama"			7000000	113721571
California Scheming		R	3.6	N/A		Gravitas Venturest		578			31-Jan-14	99 min	Thriller			0	0
Pompeii		PG-13	5.5	39		Sony Pictures		"90,179"			21-Feb-14	105 min	"Action, Adventure, Drama"			80000000	23219748
Glee: The 3D Concert Movie		PG	5.4	48		20th Century Fox		"5,260"			12-Aug-11	84 min	"Documentary, Music"			9000000	11860839
Phantom		R	5.9	40		RCR Distribution		"12,001"			1-Mar-13	98 min	"Action, Drama, History"			18000000	489984
Sinister		R	6.8	53		Lionsgate Films		"172,058"			12-Oct-12	110 min	"Horror, Mystery"			3000000	48086903
The Best Offer		R	7.8	49		IFC Films		"78,544"			1-Jan-14	131 min	"Crime, Drama, Mystery"			0	"EU13,500,000"
Let's Be Cops		R	6.5	30		20th Century Fox		"113,137"			13-Aug-14	104 min	Comedy			17000000	82390774
Mall		R	5.1	N/A		Paragon Pictures		"1,110"			17-Oct-14	88 min	Drama			0	0
Warrior King 2		R	5.3	45		Magnolia Pictures		"5,482"			2-May-14	104 min	Action			2317	0
Somewhere Slow		N/A	5.5	48		Screen Media Films		214			2-Mar-13	96 min	"Comedy, Drama, Romance"			0	0
Heaven Is for Real		PG	5.8	47		Sony Pictures		"22,087"			16-Apr-14	99 min	"Biography, Drama, Family"			12000000	91443253
Triumph in the Skies		N/A	4.4	N/A		Asia Releasing LLC		205			20-Feb-15	100 min	Drama			0	0
Ride		R	5.7	48		Screen Media		"2,955"			1-May-15	93 min	"Comedy, Drama"			0	0
The Big Wedding		R	5.6	28		Lionsgate Films		"39,673"			26-Apr-13	89 min	"Comedy, Drama, Romance"			35000000	21784432
Seven Psychopaths		R	7.2	66		CBS Films		"196,663"			12-Oct-12	110 min	"Comedy, Crime"			15000000	15024049
Very Good Girls		R	6	35		Well Go USA		"11,403"			24-Jun-14	91 min	"Drama, Romance"			0	0
Heroes of Dirt		PG-13	6.8	N/A		Blue Trail Entertainment		69			4-Sep-15	98 min	"Action, Drama, Sport"			0	0
Blind		N/A	N/A	N/A		N/A		N/A			N/A	N/A	Drama			12522	0
Jodorowsky's Dune		PG-13	8.1	79		Sony Pictures Classics		"15,939"			16-Mar-16	90 min	Documentary			646512	0
Road to Juarez		N/A	5.1	N/A		Mousetrap Films		43			24-Apr-15	N/A	"Action, Thriller"			0	0
Monsters: Dark Continent		R	4.3	42		Radius		"7,863"			17-Apr-15	119 min	"Drama, Sci-Fi, Thriller"			0	0
Cupcakes		N/A	6	64		Strand Releasing		473			27-Mar-15	92 min	"Comedy, Music"			0	"EU2,200,000"
Miss Peregrine's Home for Peculiar Children		PG-13	6.7	57		20th Century Fox		"103,180"			30-Sep-16	127 min	"Adventure, Drama, Family"			110000000	87242834
Amityville: The Awakening		PG-13	6.1	N/A		Dimension Films		203			30-Jun-17	85 min	"Horror, Thriller"			0	0
Get Santa		PG	6.3	52		Warner Bros. Pictures International		"1,803"			12-Dec-14	102 min	"Comedy, Family"			0	0
On the Other Side of the Tracks		R	5.8	N/A		The Weinstein Company		"3,729"			19-Dec-12	96 min	"Action, Comedy, Crime"			5923	0
One Small Hitch		N/A	6.6	N/A		Freestyle Releasing		"3,335"			14-Feb-15	105 min	"Comedy, Romance"			5328	0
Showrunners: The Art of Running a TV Show		N/A	6.8	68		Submarine Deluxe		"1,223"			17-Oct-14	90 min	"Documentary, Biography, News"			3100	0
The Wicked Within		R	4.5	N/A		High Five Films		949			16-Oct-15	91 min	Horror			1200000	0
Everly		R	5.1	35		Radius-TWC		"13,670"			23-Jan-15	92 min	"Action, Thriller"			0	0
Gladiators of Rome		PG	5.2	N/A		N/A		918			11-Nov-14	94 min	"Animation, Adventure, Comedy"			40000000	0
Ugly Dolls		N/A	N/A	N/A		N/A		N/A			10-May-19	N/A	"Animation, Adventure, Comedy"			0	0
Drunk Wedding		R	4.6	N/A		Paramount Pictures		538			22-May-15	81 min	Comedy			0	0
Child of God		R	5.5	50		Well Go USA		"3,240"			20-Aug-14	104 min	"Crime, Drama, Thriller"			37949	0
The Immigrant		R	6.6	77		The Weinstein Company		"22,974"			23-May-14	120 min	"Drama, Romance"			16000000	2013456
The Hangover Part III		R	5.9	30		Warner Bros. Pictures		"240,183"			23-May-13	100 min	"Comedy, Crime"			103000000	112200072
The Hunger Games: Catching Fire		PG-13	7.6	76		Lionsgate Films		"526,764"			22-Nov-13	146 min	"Action, Adventure, Mystery"			130000000	424668047
The Hunger Games: Mockingjay - Part 1		PG-13	6.7	64		Lionsgate Films		"331,876"			21-Nov-14	123 min	"Action, Adventure, Sci-Fi"			125000000	337135885
The Hunger Games: Mockingjay - Part 2		PG-13	6.6	65		Lionsgate Films		"203,118"			20-Nov-15	137 min	"Action, Adventure, Sci-Fi"			160000000	281723902
Borgman		NOT RATED	6.8	66		Drafthouse Films		"12,742"			29-Aug-13	113 min	"Drama, Mystery, Thriller"			0	"EU3,100,000"
Sex Tape		R	5.1	36		Sony Pictures		"89,884"			18-Jul-14	94 min	"Comedy, Romance"			40000000	38543473
The Houses October Built		NOT RATED	5.1	N/A		RLJ/Image Entertainment		"5,239"			10-Oct-14	91 min	"Horror, Thriller"			0	0
Noah		PG-13	5.8	68		Paramount Pictures		"210,332"			28-Mar-14	138 min	"Action, Adventure, Drama"			125000000	101200044
The Hitman's Bodyguard		R	N/A	N/A		Millenium Films		N/A			18-Aug-17	111 min	"Action, Comedy"			30000000	21384504
American Assassin		N/A	N/A	N/A		N/A		N/A			15-Sep-17	N/A	"Action, Thriller"			33000000	0
Tomorrowland		PG	6.5	60		Walt Disney Pictures		"143,248"			22-May-15	130 min	"Action, Adventure, Family"			190000000	93436322
Hide Your Smiling Faces		NOT RATED	6.1	69		Tribeca Film		"1,402"			25-Mar-14	81 min	Drama			0	0
Boys of Abu Ghraib		R	5.4	34		Vertical Entertainment		"1,724"			28-Mar-14	102 min	"Drama, Thriller, War"			0	0
Bastards		R	N/A	N/A		Warner Bros. Pictures		N/A			22-Dec-17	N/A	Comedy			0	0
Stalingrad		R	5.6	49		Sony Pictures		"12,894"			10-Oct-13	131 min	"Action, Drama, War"			30000000	1013945
Labor Day		PG-13	6.9	52		Paramount Pictures		"34,281"			31-Jan-14	111 min	"Drama, Romance"			18000000	13362308
The Comedian		R	5.6	40		Sony Pictures Classics		"2,325"			3-Feb-17	120 min	Comedy			15000000	1658706
Infinitely Polar Bear		R	7	64		Sony Pictures Classics		"11,718"			19-Jun-15	90 min	"Comedy, Drama, Romance"			6700000	1428647
Salvo		N/A	6	59		Film Movement		903			22-Aug-14	110 min	"Crime, Drama, Romance"			0	0
A Most Wanted Man		R	6.8	73		Lionsgate/Roadside Attractions		"61,295"			1-Aug-14	122 min	"Crime, Drama, Thriller"			15000000	17237244
The Best of Me		PG-13	6.7	29		Relativity Media		"49,466"			17-Oct-14	118 min	"Drama, Romance"			26000000	26761283
The Challenger		PG-13	5.6	N/A		Freestyle Releasing		981			11-Sep-15	95 min	"Drama, Sport"			19003	0
The Neon Demon		R	6.2	51		Space Rocket Nation		"51,149"			24-Jun-16	118 min	"Horror, Thriller"			7000000	1333124
Rules Don't Apply		PG-13	5.7	60		20th Century Fox		"3,953"			23-Nov-16	127 min	"Comedy, Drama, Romance"			25000000	3647836
The Two Faces of January		PG-13	6.2	66		Magnolia Pictutures		"24,379"			28-Aug-14	96 min	"Romance, Thriller"			506067	0
Victor Frankenstein		PG-13	6	36		20th Century Fox		"38,658"			25-Nov-15	110 min	"Drama, Horror, Sci-Fi"			40000000	5775076
Pretty Rosebud		N/A	7.7	N/A		Indie Rights		610			16-Jan-15	81 min	Drama			0	0
Policeman		UNRATED	6.2	79		Corinth Films		614			N/A	105 min	Drama			7379	0
Someone Marry Barry		NOT RATED	5.9	52		Freestyle Releasing		"6,409"			9-Sep-14	87 min	Comedy			0	0
Toy Story 4		N/A	N/A	N/A		Disney/Pixar		N/A			21-Jun-19	N/A	"Animation, Adventure, Comedy"			0	0
The Good Dinosaur		PG	6.8	66		Disney/Pixar		"77,421"			25-Nov-15	93 min	"Animation, Adventure, Comedy"			200000000	123087120
Pain & Gain		R	6.5	45		Paramount Studios		"169,004"			26-Apr-13	129 min	"Comedy, Crime, Drama"			26000000	49875291
Begin Again		R	7.4	62		The Weinstein Company		"111,672"			11-Jul-14	104 min	"Drama, Music"			8000000	16170632
The Young and Prodigious T.S. Spivet		PG	7.1	53		The Weinstein Company		"13,038"			31-Jul-15	105 min	"Action, Adventure, Drama"			33000000	99462
Thor: The Dark World		PG-13	7	54		Walt Disney Pictures		"446,120"			8-Nov-13	112 min	"Action, Adventure, Fantasy"			170000000	206362140
Geostorm		PG-13	N/A	N/A		Warner Bros.		N/A			20-Oct-17	N/A	"Action, Sci-Fi, Thriller"			0	0
Pitch Perfect		PG-13	7.2	66		Universal Studios		"226,914"			5-Oct-12	112 min	"Comedy, Music, Romance"			17000000	65001093
Atlas Shrugged II: The Strike		PG-13	5.4	26		Atlas Distribution		"5,837"			12-Oct-12	111 min	"Drama, Mystery, Sci-Fi"			10000000	3333823
Altergeist		R	3.9	N/A		Sighting LLC.		282			7-Nov-14	91 min	"Horror, Sci-Fi, Thriller"			0	0
The Angry Birds Movie		PG	6.3	43		Sony Pictures		"56,028"			20-May-16	97 min	"Animation, Action, Adventure"			73000000	107509366
Cloudy with a Chance of Meatballs 2		PG	6.5	59		Sony Pictures		"69,852"			27-Sep-13	95 min	"Animation, Adventure, Comedy"			78000000	119793567
Alone Yet Not Alone		PG-13	4.3	N/A		Hammond Entertainment		534			27-Sep-13	103 min	History			11000000	668172
Digging Up the Marrow		N/A	5.8	45		RLJE/Image Entertainment		"3,334"			20-Feb-15	89 min	"Biography, Drama, Fantasy"			0	0
Always Woodstock		N/A	5.3	30		Gravitas Ventures		549			14-Nov-14	97 min	"Comedy, Music, Romance"			2400000	0
Home from Home: Chronicle of a Vision		N/A	8	70		N/A		981			11-Sep-15	231 min	"Drama, History"			0	"EU8,000,000"
Breathe In		R	6.4	60		Cohen Media Group		"11,442"			19-Jul-13	98 min	"Drama, Romance"			15324	0
Anegan		N/A	6.8	N/A		N/A		"2,156"			12-Feb-15	154 min	"Romance, Thriller"			0	0
Neighbors		R	6.4	68		Universal Pictures		"237,082"			9-May-14	97 min	Comedy			18000000	150157400
Wolf Creek 2		NOT RATED	6.1	44		RLJ Entertainment		"13,678"			17-Apr-14	106 min	Horror			7200000	0
War Dogs		R	7.1	57		Warner Bros. Pictures		"109,332"			19-Aug-16	114 min	"Comedy, Crime, Drama"			40000000	43017433
A Fantastic Fear of Everything		R	5.9	31		Cinedigm Entertainment		"12,072"			8-Jun-12	100 min	Comedy			0	0
The 33		PG-13	6.9	55		Warner Bros. Pictures		"26,892"			13-Nov-15	127 min	"Biography, Drama, History"			26000000	12188642
The Blueberry Hunt		N/A	5.8	N/A		Zinemaya Inc.		157			8-Apr-16	110 min	Thriller			12500000	0
No Good Deed		PG-13	5.6	26		Sony/Screen Gems		"13,849"			12-Sep-14	84 min	"Crime, Thriller"			13200000	52543632
Repentance		R	4.8	N/A		Lionsgate		"1,931"			25-Sep-14	90 min	"Drama, Horror, Thriller"			5000000	1179327
The Wind Rises		PG-13	7.8	83		Walt Disney Pictures		"49,378"			21-Feb-14	126 min	"Animation, Biography, Drama"			30000000	5209580
Laughing at the Moon		PG	7.4	N/A		N/A		14			9-Sep-16	N/A	Comedy			0	0
Guardians of the Galaxy		PG-13	8.1	76		Walt Disney Pictures		"759,579"			1-Aug-14	121 min	"Action, Adventure, Sci-Fi"			170000000	333176600
Walter		N/A	5.4	36		Entertainment One Films		"1,614"			29-May-15	94 min	"Comedy, Drama"			700000	0
The Smurfs 2		PG	5.4	34		Sony Pictures		"29,502"			31-Jul-13	105 min	"Animation, Adventure, Comedy"			105000000	71017784
Closer to the Moon		NOT RATED	7	47		IFC Films		"3,179"			17-Apr-15	112 min	"Comedy, Drama"			5000000	0
Journey to the West		PG-13	6.8	68		Magnolia Pictures		"9,224"			7-Feb-13	110 min	"Action, Adventure, Comedy"			18058	0
"Kill Me, Deadly"		N/A	7.4	N/A		N/A		47			1-Apr-16	100 min	"Comedy, History, Mystery"			35225	0
Diary of a Wimpy Kid: Dog Days		PG	6.4	54		20th Century Fox		"16,997"			3-Aug-12	94 min	"Comedy, Family"			22000000	49008662
Identity Thief		R	5.7	35		Universal Pictures		"102,956"			8-Feb-13	111 min	"Comedy, Crime"			35000000	134506920
Non-Stop		PG-13	7	56		Universal Pictures		"212,862"			28-Feb-14	106 min	"Action, Mystery, Thriller"			50000000	92168600
12 Years a Slave		R	8.1	96		Fox Searchlight		"486,518"			8-Nov-13	134 min	"Biography, Drama, History"			20000000	56671993
The Finest Hours		PG-13	6.8	58		Walt Disney Pictures		"44,472"			29-Jan-16	117 min	"Action, Drama, History"			80000000	27550735
Mood Indigo		NOT RATED	6.5	54		Drafthouse Films		"12,602"			18-Jul-14	94 min	"Comedy, Drama, Fantasy"			0	"EU19,000,000"
Perfect Sisters		TV-MA	5.6	44		Gravitas Ventures		"4,854"			7-Oct-14	96 min	"Crime, Drama, Thriller"			0	0
Frank the Bastard		N/A	5	39		Paladin		67			24-Jul-15	111 min	"Drama, Mystery, Thriller"			0	0
USS Indianapolis: Men of Courage		R	5.2	30		Saban Films		"5,012"			14-Oct-16	128 min	"Action, Drama, History"			40000000	0
Laggies		R	6.4	63		A24 Films		"34,069"			24-Oct-14	99 min	"Comedy, Drama, Romance"			5000000	440338
The Last Exorcism Part II		PG-13	4	35		CBS Films		"14,073"			1-Mar-13	88 min	"Drama, Horror, Thriller"			5000000	15179302
